Menu ID,Stall Location,Menu TH,Menu EN,Price (Baht),Regional Cuisine,Cooking Method,Food Type,Other details,Main Ingredients, Hidden Ingredients,Food Picture
18002,18,โจ๊กไก่,Chicken congee,20,Thai,Boiled (Congee),Soup,"soft, mild flavor","rice, chicken","water, broth, garlic, pepper, fish sauce",https://res.cloudinary.com/dejzapat4/image/upload/v1739692491/18002_vfaonv.jpg
18003,18,ไข่ลวก,Soft-boiled egg,7,–,Boiled,Topping,runny yolk,egg,"water, salt",https://res.cloudinary.com/dejzapat4/image/upload/v1739692486/18003_iu2p18.jpg
18004,18,ผัดไทยธรรมดา,Basic Pad Thai,35,Thai,Stir-fried,Noodles,sweet-sour-savory sauce,"rice noodles, tofu, egg, pad thai sauce","fish sauce, sugar, chili, garlic, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692491/18004_vyomqk.jpg
18005,18,ผัดไทยห่อไข่,Pad Thai wrapped in egg,40,Thai,Stir-fried,Noodles,decorative egg wrap,"rice noodles, egg wrap, pad thai sauce","fish sauce, sugar, chili, garlic, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692487/18005_f96etg.jpg
18006,18,ผัดไทยกุ้งสด,Pad Thai with fresh shrimp,45,Thai,Stir-fried,Noodles,shrimp topping,"rice noodles, pad thai sauce","fish sauce, sugar, chili, garlic, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692487/18006_ay6iye.jpg
18007,18,ผัดไทยปลาหมึก,Pad Thai with squid,45,Thai,Stir-fried,Noodles,squid topping,"rice noodles, squid, pad thai sauce","fish sauce, sugar, chili, garlic, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692492/18007_pm2fqy.jpg
18008,18,ผัดไทยหมู,Pad Thai with pork,45,Thai,Stir-fried,Noodles,pork slices/pieces,"rice noodles, pork, pad thai sauce","fish sauce, sugar, chili, garlic, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692492/18008_vui4a5.jpg
18009,18,ผัดไทยไก่,Pad Thai with chicken,45,Thai,Stir-fried,Noodles,chicken pieces,"rice noodles, chicken, pad thai sauce","fish sauce, sugar, chili, garlic, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692488/18009_biexfg.jpg
18010,18,ผัดไทยทะเล,Pad Thai with mixed seafood,50,Thai,Stir-fried,Noodles,shrimp + squid,"rice noodles, seafood, pad thai sauce","fish sauce, sugar, chili, garlic, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692487/18010_hzsgro.jpg
18011,18,หอยทอด,Fried mussels pancake (“Hoy Tod”),40,Thai,Fried,Snacks,crispy batter + mussels,"mussels, flour batter","egg, soy sauce, fish sauce, chili sauce",https://res.cloudinary.com/dejzapat4/image/upload/v1739692488/18011_zwg2up.jpg
18012,18,ทะเลทอด,Fried seafood pancake,50,Thai,Fried,Snacks,variation of Hoy Tod (mixed),"mixed seafood, flour batter, shrimp, squid","egg, soy sauce, fish sauce, chili sauce",https://res.cloudinary.com/dejzapat4/image/upload/v1739692492/18012_xmejod.jpg
18013,18,ออส่วนหอยนางรม,Oyster omelet (“Or Suan”),45,Thai/Chinese,Fried,Snacks,gooey omelet + oysters,"oysters, flour, egg mixture","fish sauce, garlic, chili sauce",https://res.cloudinary.com/dejzapat4/image/upload/v1739692487/18013_tajdwd.jpg
18014,18,ออส่วนทะเล,Seafood omelet (“Or Suan”),55,Thai/Chinese,Fried,Snacks,gooey omelet + mixed seafood,"shrimp, squid, flour, egg mixture","fish sauce, garlic, chili sauce",https://res.cloudinary.com/dejzapat4/image/upload/v1739692489/18014_ptnhos.jpg
18015,18,ยากิโซบะไก่,Yakisoba stir-fried noodles with chicken,30,Japanese/Thai,Stir-fried,Noodles,sweet-savory sauce,"yakisoba noodles, chicken","soy sauce, oyster sauce, garlic, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692489/18015_hhdcvc.jpg
18016,18,ยากิโซบะหมู,Yakisoba stir-fried noodles with pork,30,Japanese/Thai,Stir-fried,Noodles,–,"yakisoba noodles, pork","soy sauce, oyster sauce, garlic, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692487/18016_wk1pnx.jpg
18017,18,ยากิโซบะทะเล,Yakisoba stir-fried noodles with seafood,45,Japanese/Thai,Stir-fried,Noodles,shrimp + squid,"yakisoba noodles, seafood","soy sauce, oyster sauce, garlic, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692489/18017_trkuy1.jpg
18018,18,ก๋วยเตี๋ยวคั่วไก่,Stir-fried flat noodles with chicken (“Kua Gai”),40,Thai,Stir-fried,Noodles,smoky flavor if done well,"wide noodles, chicken, egg, soy sauce","garlic, pepper, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692489/18018_apgek1.jpg
18019,18,ก๋วยเตี๋ยวคั่วทะเล,Stir-fried flat noodles with seafood,45,Thai,Stir-fried,Noodles,"smoky flavor, shrimp + squid","wide noodles, seafood, egg, soy sauce","garlic, pepper, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692489/18019_ig8pz7.jpg
18020,18,สปาเก็ตตี้ขี้เมากุ้งสด,Spicy drunken spaghetti with fresh shrimp,45,Thai Fusion,Stir-fried,Pasta,chili-basil flavor,"spaghetti, shrimp, chili, basil","garlic, fish sauce, soy sauce, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692490/18020_ddkmci.jpg
18021,18,สปาเก็ตตี้ปลาหมึก,Spaghetti with squid,45,Fusion,Stir-fried or Boiled,Pasta,–,"spaghetti, squid, sauce, tomato","garlic, onion, fish sauce, tomato sauce, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692490/18021_mhevpt.jpg
18022,18,สปาเก็ตตี้หมู,Spaghetti with pork,45,Fusion,Stir-fried or Boiled,Pasta,–,"spaghetti, pork, sauce","garlic, onion, fish sauce, tomato sauce, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692490/18022_yjkw3i.jpg
18023,18,สปาเก็ตตี้ไก่,Spaghetti with chicken,45,Fusion,Stir-fried or Boiled,Pasta,–,"spaghetti, chicken, sauce","garlic, onion, fish sauce, tomato sauce, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692490/18023_gsrfxi.jpg
18024,18,สปาเก็ตตี้ทะเล,Spaghetti with mixed seafood,50,Fusion,Stir-fried or Boiled,Pasta,shrimp + squid,"spaghetti, seafood, sauce","garlic, onion, fish sauce, tomato sauce, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739692490/18024_plgh7g.jpg
18025,18,ปาท่องโก๋,Patongo (Thai-style deep-fried dough),5,Thai,Deep-fried,Snacks,crispy dough sticks,"wheat flour dough, yeast, sugar, oil",salt,https://res.cloudinary.com/dejzapat4/image/upload/v1739692490/18025_hvdbye.jpg
19001,19,ข้าวคลุกกะปิ,Shrimp paste fried rice (“Khao Kluk Kapi”),45,Thai,Stir-fried (rice),Cook-to-order,"sweet-salty aroma, typical condiments","rice, shrimp paste, mango, shallots, chili","fish sauce, sugar, garlic, oil",
19002,19,ข้าวราดแกง 1 อย่าง,Rice with one Thai curry,25,Thai,Mixed (pre-cooked),Rice & Curry,pick 1 curry from tray,"rice, curry","fish sauce, chili, garlic, sugar, oil",
19003,19,ข้าวราดแกง 2 อย่าง,Rice with two Thai curries,35,Thai,Mixed (pre-cooked),Rice & Curry,pick 2 from tray,"rice, curry","fish sauce, chili, garlic, sugar, oil",
19004,19,ข้าวราดแกง 3 อย่าง,Rice with three Thai curries,45,Thai,Mixed (pre-cooked),Rice & Curry,pick 3 from tray,"rice, curry","fish sauce, chili, garlic, sugar, oil",
19005,19,ราดกับเพิ่ม,Additional curry dish (extra portion),10,Thai,Mixed (pre-cooked),Rice & Curry,extra scoop of curry,curry,"fish sauce, chili, garlic, sugar, oil",
19006,19,กับข้าวใส่ถุง,Curry/stir-fry to go (packed in a bag),40,Thai,Mixed (pre-cooked),Rice & Curry,"single dish, no rice",curry,"fish sauce, chili, garlic, sugar, oil",
19007,19,กับข้าวเมนูพิเศษ,Special curry/stir-fry (special menu),50,Thai,Mixed (pre-cooked),Rice & Curry,pricier or limited item,curry,"fish sauce, chili, garlic, sugar, oil",
19008,19,ไข่ดาวเค็ม,Fried egg with salted yolk (“Kai Dao Khem”) or salted-fried egg variation,15,Thai (?),Fried,Topping,slightly salted egg version,"egg, salt",oil,
19009,19,แกงเขียวหวานไก่,Green curry with chicken,40,Thai,Simmered (curry),Curry,"mildly spicy, coconut-based","chicken, green curry paste, coconut milk","fish sauce, sugar, chili, thai basil",
19010,19,แกงเหลืองปลากะพง,Southern-style yellow curry with sea bass (“Gaeng Leuang”),50,Southern Thai,Simmered (curry),Curry,"very spicy, sour",sea bass,"fish sauce, chili, garlic, shrimp paste",
19011,19,แกงไตปลา,Southern Thai spicy curry with fish innards (“Gaeng Tai Pla”),40,Southern Thai,Simmered (curry),Curry,"very spicy, pungent","curry paste, vegetables","shrimp paste, fish sauce, chili, herbs",
19012,19,แกงส้มกุ้ง,Sour/spicy curry with shrimp (“Gaeng Som Goong”),50,Thai,Simmered (curry),Curry,sour from tamarind/chili,"shrimp, gaeng som paste, vegetables, papaya","fish sauce, sugar, garlic, chili",
19013,19,ไก่ผัดเม็ดมะม่วง,Stir-fried chicken with cashew nuts,40,Chinese/Thai,Stir-fried,Cook-to-order,"sweet-savory sauce, crunchy cashews","chicken, cashew nuts, peppers","garlic, soy, oyster sauce, sugar, chili",
19014,19,ไข่ลูกเขย,Sweet and sour fried boiled egg (“Kai Luk Koei”),40,Thai,Fried + simmered sauce,Cook-to-order,"tangy tamarind sauce, garnish",boiled eggs,"sugar, fish sauce, onion, chili",
19015,19,กุ้งผัดหน่อไม้ฝรั่ง,Stir-fried shrimp with asparagus,50,Chinese/Thai,Stir-fried,Cook-to-order,crunchy asparagus + shrimp,"shrimp, asparagus, sauce","garlic, oyster, soy sauce, fish sauce, sugar, oil",
19016,19,ผักคะน้าไก่สับ,Stir-fried Chinese kale with minced chicken,40,Thai/Chinese,Stir-fried,Cook-to-order,crunchy kale + chicken bits,kale,"garlic, oyster sauce, soy sauce, fish sauce, oil",
19017,19,คั่วกลิ้งไก่สับ,Southern-style stir-fried minced chicken (“Kua Kling”),40,Southern Thai,Stir-fried,Cook-to-order,"very spicy, dry curry style",kua kling paste,"chili, lemongrass, kaffir lime leaves, fish sauce, sugar",
19018,19,พะแนงเนื้อ,Panang curry with beef,50,Thai,Simmered (curry),Curry,"thick, creamy curry","beef, panang curry paste, coconut milk","fish sauce, chili, sugar, kaffir lime leaves",
20001,20,ส้มตำปูปลาร้า,Papaya salad with salted crab and fermented fish sauce (“Som Tam Pu Pla Ra”),35,Isan Thai,Mixed (salad),Salad,"very pungent, fermented flavor","salted crab, pla ra, chili, fermented fish","fish sauce, lime, garlic, sugar, msg",
20002,20,ส้มตำไทยไข่เค็ม,Papaya salad (Thai style) with salted egg,50,Isan Thai,Mixed (salad),Salad,sweet-sour-spicy + salted egg,"chili, fish sauce, palm sugar, salted egg","lime, garlic, peanuts",
20003,20,ส้มตำปู,Papaya salad with salted crab (“Som Tam Pu”),35,Isan Thai,Mixed (salad),Salad,pungent from salted crab,"salted crab, chili, fish sauce","lime, garlic, sugar, msg",
20004,20,ตำแตงกวา,Spicy cucumber salad,35,Isan Thai,Mixed (salad),Salad,"fresh cucumber, chili-lime flavor","cucumber, chili, fish sauce, lime, sugar","garlic, msg",
20005,20,ตำมะม่วง,Spicy mango salad,35,Isan Thai,Mixed (salad),Salad,"sour green mango, chili-lime taste","green mango, chili, fish sauce, lime, sugar","garlic, msg",
20006,20,ตำข้าวโพด,Spicy corn salad,35,Isan Thai,Mixed (salad),Salad,"sweet corn kernels, chili-lime","corn, chili, fish sauce, lime, sugar","garlic, msg",
20007,20,ตำถั่ว,Spicy yardlong bean salad,35,Isan Thai,Mixed (salad),Salad,"same style as papaya, but with beans","yardlong beans, chili, fish sauce, lime, sugar","garlic, msg",
20008,20,ตำเห็ด,Spicy mushroom salad,40,Isan Thai,Mixed (salad),Salad,mushrooms + chili-lime flavor,"mushrooms, chili, fish sauce, lime, sugar","garlic, msg",
20009,20,ตำเส้นเล็ก,"Spicy thin rice noodles salad (similar to “Som Tam,” but with thin noodles)",40,Isan Thai,Mixed (salad),Salad,noodles instead of papaya,"chili, fish sauce, lime, sugar","garlic, msg",
20010,20,ตำรวม,Mixed papaya salad (combo),60,Isan Thai,Mixed (salad),Salad,loaded w/ multiple toppings,"papaya, fermented fish","chili, fish sauce, lime, garlic, sugar",
20011,20,ตำทะเล,Papaya salad with seafood,50,Isan Thai,Mixed (salad),Salad,"shrimp, squid in som tam","papaya, seafood, chili, fish sauce, lime, sugar, shrimp, squid","garlic, msg",
20012,20,ตำเกาเหลา,"“Som Tam Kao Lao” (papaya salad without papaya, often all toppings only)",50,Isan Thai,Mixed (salad),Salad,"all toppings, no shredded papaya","salted crab, fermented fish, chili-lime mix","fish sauce, lime, garlic, sugar, msg",
20013,20,ตำขนมจีนปลากรอบ,Spicy Thai rice noodles with crispy fish,45,Isan Thai,Mixed (salad),Salad,"crunchy fish topping, chili-lime","thai rice noodles, crispy fish, chili, fish sauce, lime, sugar, khanom jeen","garlic, msg",
20014,20,ตำเล็บมือนาง,Spicy salad with chicken feet (“Tam Leb Mue Nang”),45,Isan Thai,Mixed (salad),Salad,chicken feet + chili-lime flavor,"chicken feet, chili, fish sauce, lime, sugar","garlic, msg",
20015,20,ตำหมูยอ,Spicy papaya salad with Vietnamese pork sausage (“Mu Yor”),40,Isan Thai,Mixed (salad),Salad,tangy & pork sausage bits,"papaya, vietnamese sausage, chili, fish sauce, lime, sugar","garlic, msg",
20016,20,ตำป่า,"“Som Tam Pa” (jungle-style papaya salad, more fermented & pungent)",50,Isan Thai,Mixed (salad),Salad,"very pungent, more veggies","papaya, fermented fish, chili, fish sauce, variety of herbs","garlic, msg",
20017,20,ตำมาม่าทะเล,Spicy instant noodles salad with seafood (“Tam Mama Talay”),50,Isan Thai,Mixed (salad),Salad,instant noodles + shrimp/squid,"seafood, chili, fish sauce, lime, sugar, instant noodles","garlic, msg",
20018,20,แกงอ่อมทะเล,Northeastern-style herbal soup with seafood (“Gaeng Om Talay”),50,Isan Thai,Boiled (Soup),Soup,"herbal, not too creamy, spicy","seafood, dill, lemongrass, fish sauce, chili","garlic, galangal, msg",
20019,20,ยำมาม่า,Spicy Thai salad with instant noodles (“Yum Mama”),50,Thai,Mixed (salad),Salad,tangy chili-lime on noodles,"chili-lime dressing, vegetables, instant noodles","fish sauce, garlic, sugar, lime, chili, msg",
20020,20,ยำขนมจีน,Spicy Thai salad with rice noodles (“Yum Khanom Jeen”),40,Isan Thai,Mixed (salad),Salad,chili-lime on soft noodles,"rice noodles, chili, fish sauce, lime, sugar","garlic, msg",
20021,20,ยำขนมจีนรวม,"Spicy Thai salad with rice noodles, mixed toppings",60,Isan Thai,Mixed (salad),Salad,"bigger portion, variety toppings","rice noodles, pork","fish sauce, garlic, sugar, lime, chili, msg",
20022,20,ยำขนมจีนทะเล,"Spicy Thai salad with rice noodles, seafood",50,Isan Thai,Mixed (salad),Salad,shrimp/squid + noodles,"rice noodles, seafood","fish sauce, garlic, sugar, lime, chili, msg",
20023,20,ยำลูกชิ้น,Spicy meatball salad,40,Thai,Mixed (salad),Salad,fish/pork meatballs in chili-lime,chili-lime dressing,"fish sauce, garlic, sugar, lime, chili, msg",
20024,20,ยำวุ้นเส้น,Spicy glass noodle salad (“Yum Woon Sen”),40,Thai,Mixed (salad),Salad,"classic, tangy & spicy","glass noodles, pork, seafood","fish sauce, sugar, lime, garlic, chili, msg",
20025,20,ยำมาม่า,Spicy instant noodles salad (duplicate or variation),40,Thai,Mixed (salad),Salad,"tangy, same style as #20019","chili-lime dressing, vegetables, instant noodles","fish sauce, sugar, lime, garlic, chili, msg",
